,date,price
15724,1990-09-11,321.0400085449219
15725,1990-09-12,322.5400085449219
15726,1990-09-13,318.6499938964844
15727,1990-09-14,316.8299865722656
15728,1990-09-17,317.7699890136719
15729,1990-09-18,318.6000061035156
15730,1990-09-19,316.6000061035156
15731,1990-09-20,311.4800109863281
15732,1990-09-21,311.32000732421875
15733,1990-09-24,304.5899963378906
15734,1990-09-25,308.260009765625
15735,1990-09-26,305.05999755859375
15736,1990-09-27,300.9700012207031
15737,1990-09-28,306.04998779296875
15738,1990-10-01,314.94000244140625
15739,1990-10-02,315.2099914550781
15740,1990-10-03,311.3999938964844
15741,1990-10-04,312.69000244140625
15742,1990-10-05,311.5
15743,1990-10-08,313.4800109863281
15744,1990-10-09,305.1000061035156
15745,1990-10-10,300.3900146484375
15746,1990-10-11,295.4599914550781
15747,1990-10-12,300.0299987792969
15748,1990-10-15,303.2300109863281
15749,1990-10-16,298.9200134277344
15750,1990-10-17,298.760009765625
15751,1990-10-18,305.739990234375
15752,1990-10-19,312.4800109863281
15753,1990-10-22,314.760009765625
15754,1990-10-23,312.3599853515625
15755,1990-10-24,312.6000061035156
15756,1990-10-25,310.1700134277344
15757,1990-10-26,304.7099914550781
15758,1990-10-29,301.8800048828125
15759,1990-10-30,304.05999755859375
15760,1990-10-31,304.0
15761,1990-11-01,307.0199890136719
15762,1990-11-02,311.8500061035156
15763,1990-11-05,314.5899963378906
15764,1990-11-06,311.6199951171875
15765,1990-11-07,306.010009765625
15766,1990-11-08,307.6099853515625
15767,1990-11-09,313.739990234375
15768,1990-11-12,319.4800109863281
15769,1990-11-13,317.6700134277344
15770,1990-11-14,320.3999938964844
15771,1990-11-15,317.0199890136719
15772,1990-11-16,317.1199951171875
15773,1990-11-19,319.3399963378906
15774,1990-11-20,315.30999755859375
15775,1990-11-21,316.0299987792969
15776,1990-11-23,315.1000061035156
15777,1990-11-26,316.510009765625
15778,1990-11-27,318.1000061035156
15779,1990-11-28,317.95001220703125
15780,1990-11-29,316.4200134277344
15781,1990-11-30,322.2200012207031
15782,1990-12-03,324.1000061035156
15783,1990-12-04,326.3500061035156
15784,1990-12-05,329.9200134277344
15785,1990-12-06,329.07000732421875
15786,1990-12-07,327.75
15787,1990-12-10,328.8900146484375
15788,1990-12-11,326.44000244140625
15789,1990-12-12,330.19000244140625
15790,1990-12-13,329.3399963378906
15791,1990-12-14,326.82000732421875
15792,1990-12-17,326.0199890136719
15793,1990-12-18,330.04998779296875
15794,1990-12-19,330.20001220703125
15795,1990-12-20,330.1199951171875
15796,1990-12-21,331.75
15797,1990-12-24,329.8999938964844
15798,1990-12-26,330.8500061035156
15799,1990-12-27,328.2900085449219
15800,1990-12-28,328.7200012207031
15801,1990-12-31,330.2200012207031
15802,1991-01-02,326.45001220703125
15803,1991-01-03,321.9100036621094
15804,1991-01-04,321.0
15805,1991-01-07,315.44000244140625
15806,1991-01-08,314.8999938964844
15807,1991-01-09,311.489990234375
15808,1991-01-10,314.5299987792969
15809,1991-01-11,315.2300109863281
15810,1991-01-14,312.489990234375
15811,1991-01-15,313.7300109863281
15812,1991-01-16,316.1700134277344
15813,1991-01-17,327.9700012207031
15814,1991-01-18,332.2300109863281
15815,1991-01-21,331.05999755859375
15816,1991-01-22,328.30999755859375
15817,1991-01-23,330.2099914550781
15818,1991-01-24,334.7799987792969
15819,1991-01-25,336.07000732421875
15820,1991-01-28,336.0299987792969
15821,1991-01-29,335.8399963378906
